tail_number,model,year_built,type,passengers,engines,engine_type
N755SA,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8653A,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N7732A,Boeing 737-7BD,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N446WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N220WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N763SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8637A,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N7708E,Boeing 737-76N,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7844A,Boeing 737-752,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7747C,Boeing 737-7BD,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N467WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N952WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8635F,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N8607M,Boeing 737-8H4,2013.0,Fixed wing multi engine,,2.0,Turbofan
N8520Q,Air Tractor Inc AT-802,0.0,Fixed wing single engine,2.0,1.0,Turbo-prop
N720WN,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N235WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N922WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N554WN,Boeing 737-7BX,2002.0,Fixed wing multi engine,149.0,2.0,Turbofan
N555LV,Boeing 737-7BD,2011.0,Fixed wing multi engine,149.0,2.0,Turbofan
N253WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N494WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N723SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N959WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7721E,Boeing 737-7BD,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8602F,Boeing 737-8H4WL,2012.0,Fixed wing multi engine,175.0,2.0,Turbofan
N703SW,Boeing 737-7H4,1997.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7848A,Boeing 737-752,2005.0,Fixed wing multi engine,124.0,2.0,Turbofan
N201LV,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N405WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N736SA,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8647A,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N428WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8530W,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8563Z,Boeing 737-800,2018.0,Fixed wing multi engine,,2.0,Turbofan
N925WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7728D,Boeing 737-7BD,2006.0,Fixed wing multi engine,143.0,2.0,Turbofan
N735SA,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8526W,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N708SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8696E,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8532S,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8695D,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N792SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N955WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N921WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7716A,Boeing 737-76N,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7726A,Boeing 737-7BD,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7858A,Boeing 737-79P,2005.0,Fixed wing multi engine,134.0,2.0,Turbofan
N7818L,Boeing 737-76N,1999.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8307K,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7814B,Boeing 737-7K9,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7822A,Boeing 737-76N,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8686A,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N407WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8540V,Boeing 737-800,2017.0,Fixed wing multi engine,,2.0,Turbofan
N259WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N749SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N730SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7707C,Boeing 737-76N,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N415WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8632A,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N8684F,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,None
N8675A,Boeing 737-8H4,2015.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7860A,Boeing 737-79P,2005.0,Fixed wing multi engine,,2.0,Turbofan
N8302F,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N217JC,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8610A,Boeing 737-8H4,2013.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8529Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N947WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7717D,Boeing 737-76N,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7738A,Boeing 737-7BD,2006.0,Fixed wing multi engine,143.0,2.0,Turbofan
N8327A,Boeing 737-8H4,2012.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8528Q,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8668A,Boeing 737-8H4,2015.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8676A,Boeing 737-8H4,2015.0,Fixed wing multi engine,175.0,2.0,Turbofan
N560WN,Boeing 737-790,2000.0,Fixed wing multi engine,151.0,2.0,Turbofan
N8518R,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N422WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N460WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N423WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N492WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N420WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7737E,Boeing 737-7BD,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8678E,Boeing 737-8H4,2016.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7731A,Boeing 737-76N,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N797MX,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7813P,Boeing 737-7K9,2001.0,Fixed wing multi engine,,2.0,Turbofan
N7851A,Boeing 737-7Q8,2001.0,Fixed wing multi engine,,2.0,Turbofan
N453WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8639B,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N437WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N748SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N954WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7752B,Boeing 737-7BD,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7711N,Boeing 737-76N,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N762SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8508W,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N713SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8611F,Boeing 737-8H4,2013.0,Fixed wing multi engine,175.0,2.0,Turbofan
N207WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N936WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N752SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N448WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N945WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N951WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N276WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N965WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N481WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7867A,Boeing 737-7Q8,2002.0,Fixed wing multi engine,,2.0,Turbofan
N8615E,Boeing 737-8H4,2013.0,Fixed wing multi engine,,2.0,Turbofan
N764SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N731SA,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N933WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N774SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N465WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7750A,Boeing 737-7BD,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N294WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7820L,Boeing 737-79P,2002.0,Fixed wing multi engine,143.0,2.0,Turbofan
N8658A,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N287WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8623F,Boeing 737-8H4,2013.0,Fixed wing multi engine,175.0,2.0,Turbofan
N7724A,Boeing 737-7BD,2009.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7886A,Nord 262A-27,1968.0,Fixed wing multi engine,45.0,2.0,Turbo-prop
N7826B,Boeing 737-79P,2003.0,Fixed wing multi engine,,2.0,Turbofan
N8559Q,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N466WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7718B,Boeing 737-76N,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N444WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N224WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N418WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8613K,Boeing 737-8H4,2013.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8507C,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8672F,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N916WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N431WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N949WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8626B,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N901WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N246LV,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7879A,Boeing 737-7K9,2005.0,Fixed wing multi engine,128.0,2.0,Turbofan
N8655D,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N8665D,Boeing 737-8H4,2015.0,Fixed wing multi engine,189.0,2.0,Turbofan
N8630B,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N8553W,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N956WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8667D,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N497WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8708Q,Boeing 737-8,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N200WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N732SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N960WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N461WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N794SW,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N413WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8560Z,Boeing 737-800,2018.0,Fixed wing multi engine,,2.0,Turbofan
N8712L,Boeing 737-8,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8548P,Boeing 737-800,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N957WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N211WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N462WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7845A,Boeing 737-71B,2006.0,Fixed wing multi engine,,2.0,Turbofan
N472WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N726SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N227WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N750SA,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7849A,Boeing 737-71B,2006.0,Fixed wing multi engine,,2.0,Turbofan
N8612K,Boeing 737-8H4,2013.0,Fixed wing multi engine,180.0,2.0,Turbofan
N417WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N927WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8619F,Boeing 737-8H4,2013.0,Fixed wing multi engine,,2.0,Turbofan
N7825A,Boeing 737-7CT,2003.0,Fixed wing multi engine,,2.0,Turbofan
N953WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N410WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N928WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N411WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8651A,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N254WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N551WN,Boeing 737-76Q,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N264LV,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N902WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N404WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N267WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8673F,Boeing 737-8H4,2015.0,Fixed wing multi engine,189.0,2.0,Turbofan
N8523W,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8568Z,Boeing 737-8H4,2018.0,Fixed wing multi engine,,2.0,Turbofan
N561WN,Boeing 737-73V,2003.0,Fixed wing multi engine,,2.0,Turbofan
N8321D,Boeing 737-8H4,2012.0,Fixed wing multi engine,,2.0,Turbofan
N280WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N409WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N488WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N907WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7841A,Boeing 737-7L9,2001.0,Fixed wing multi engine,148.0,2.0,Turbofan
N557WN,Boeing 737-790,2000.0,Fixed wing multi engine,151.0,2.0,Turbofan
N275WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N969WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N914WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N904WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8329B,Boeing 737-8H4,2012.0,Fixed wing multi engine,130.0,2.0,Turbofan
N8624J,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N968WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7720F,Boeing 737-7BD,2006.0,Fixed wing multi engine,143.0,2.0,Turbofan
N7884G,Boeing 737-76N,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7749B,Boeing 737-7BD,0.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8601C,Boeing 737-8H4,2012.0,Fixed wing multi engine,,2.0,Turbofan
N279WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8657B,Boeing 737-8H4WL,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N237WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7824A,Boeing 737-7BK,2001.0,Fixed wing multi engine,148.0,2.0,Turbofan
N7856A,Boeing 737-7Q8,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N204WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N707SA,Boeing 737-7H4,1997.0,Fixed wing multi engine,140.0,2.0,Turbofan
N225WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N239WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N435WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8551Q,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N430WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N567WN,Boeing 737-7CT,2002.0,Fixed wing multi engine,,2.0,Turbofan
N262WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N234WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N770SA,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N213WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N455WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N495WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8643A,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N7715E,Boeing 737-7BD,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8707P,Piper PA-24-260,0.0,Fixed wing multi engine,4.0,1.0,None
N7709A,Boeing 737-76N,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N441WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N489WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8625A,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8659D,Boeing 737-8H4,2015.0,Fixed wing multi engine,175.0,2.0,Turbofan
N7865A,Boeing 737-7Q8,2002.0,Fixed wing multi engine,,2.0,Turbofan
N7861J,Boeing 737-79P,2005.0,Fixed wing multi engine,143.0,2.0,Turbofan
N8698B,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8314L,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8688J,Boeing 737-8H4,2016.0,Fixed wing multi engine,189.0,2.0,Turbofan
N778SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N203WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8514F,Boeing 737-800,2016.0,Glider,175.0,2.0,Turbofan
N289CT,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8522P,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N917WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N930WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7831B,Boeing 737-7CT,2003.0,Fixed wing multi engine,,2.0,Turbofan
N8510E,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8705Q,Boeing 737-8,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8312C,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N908WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N783SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N261WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N569WN,Boeing 737-7CT,2002.0,Fixed wing multi engine,,2.0,Turbofan
N966WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N934WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N490WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N758SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N243WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N776WN,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N408WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7705A,Boeing 737-76N,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N787SA,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N251WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7864B,Boeing 737-7Q8,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N738CB,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N248WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N221WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N941WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N231WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7751A,Boeing 737-7BD,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8308K,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N260WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N728SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N223WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8542Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N436WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N790SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7744A,Boeing 737-7BD,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7876A,Boeing 737-7Q8,2004.0,Fixed wing multi engine,,2.0,Turbofan
N419WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7853B,Boeing 737-7Q8,2001.0,Fixed wing multi engine,,2.0,Turbofan
N563WN,Boeing 737-752,2005.0,Fixed wing multi engine,,2.0,Turbofan
N7878A,Boeing 737-7K9,2005.0,Fixed wing multi engine,128.0,2.0,Turbofan
N791SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7704B,Boeing 737-7BD,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N209WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N421LV,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N210WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N744SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N478WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N433LV,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8618N,Boeing 737-8H4,2013.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7837A,Boeing 737-752,2003.0,Fixed wing multi engine,,2.0,Turbofan
N403WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8558Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N765SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N734SA,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N278WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N935WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8669B,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N212WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8550Q,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8301J,Boeing 737-8H4,2012.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8600F,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8660A,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N745SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8536Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N241WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N233LV,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
