tail_number,model,year_built,type,passengers,engines,engine_type
N729SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8324A,Boeing 737-8H4,2012.0,Fixed wing multi engine,175.0,2.0,Turbofan
N7722B,Boeing 737-76N,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8549Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N291WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N757LV,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8680C,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N216WR,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8609A,Boeing 737-8H4,2013.0,Fixed wing multi engine,,2.0,Turbofan
N8631A,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N8649A,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N229WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8545V,Boeing 737-800,2017.0,Fixed wing multi engine,189.0,2.0,Turbofan
N564WN,Boeing 737-73V,2002.0,Fixed wing multi engine,,2.0,Turbofan
N8317M,Boeing 737-8H4,0.0,Fixed wing multi engine,140.0,2.0,Turbofan
N269WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7815L,Boeing 737-76Q,2003.0,Fixed wing multi engine,,2.0,Turbofan
N8648A,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N8652B,Boeing 737-8H4,2014.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7713A,Boeing 737-7BD,2005.0,Fixed wing multi engine,143.0,2.0,Turbofan
N7729A,Boeing 737-76N,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7829B,Boeing 737-7CT,2003.0,Fixed wing multi engine,143.0,2.0,Turbofan
N784SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N438WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N786SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N487WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7816B,Boeing 737-7L9,1999.0,Fixed wing multi engine,149.0,2.0,Turbofan
N296WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8699A,Boeing 737-8H4,2016.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8674B,Boeing 737-8H4,2015.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8603F,Boeing 737-8H4,2012.0,Fixed wing multi engine,,2.0,Turbofan
N500WR,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8512U,Boeing 737-8H4WL,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8562Z,Boeing 737-8H4,2018.0,Fixed wing multi engine,,2.0,Turbofan
N7823A,Boeing 737-7CT,2003.0,Fixed wing multi engine,137.0,2.0,Turbofan
N8534Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N919WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8509U,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8670A,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N8616C,Boeing 737-8H4,2013.0,Fixed wing multi engine,,2.0,Turbofan
N265WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8538V,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N7852A,Boeing 737-71B,2006.0,Fixed wing multi engine,120.0,2.0,Turbofan
N937WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8525S,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N271LV,Boeing 737-705,1998.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8539V,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8555Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N725SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7701B,Boeing 737-76N,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N434WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8567Z,Boeing 737-8H4,2018.0,Fixed wing multi engine,,2.0,Turbofan
N912WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N482WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8605E,Boeing 737-8H4,2012.0,Fixed wing multi engine,,2.0,Turbofan
N470WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N425LV,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N963WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N215WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8716B,Boeing 737-8,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N710SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8706W,Boeing 737-8,2017.0,Fixed wing multi engine,,2.0,Turbofan
N7727A,Boeing 737-76N,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N926WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N493WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N938WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7850B,Boeing 737-7Q8,2001.0,Fixed wing multi engine,,2.0,Turbofan
N7743B,Boeing 737-7BD,2008.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7733B,Boeing 737-76N,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N777QC,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N257WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N706SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N779SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7828A,Boeing 737-7CT,2003.0,Fixed wing multi engine,,2.0,Turbofan
N8681M,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8644C,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N931WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N290WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7725A,Boeing 737-76N,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N439WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N558WN,Boeing 737-73V,2002.0,Fixed wing multi engine,143.0,2.0,Turbofan
N202WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7862A,Boeing 737-79P,2005.0,Fixed wing multi engine,,2.0,Turbofan
N8325D,Boeing 737-8H4,2012.0,Fixed wing multi engine,175.0,2.0,Turbofan
N552WN,Boeing 737-7BX,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N939WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8322X,Boeing 737-8H4,2012.0,Fixed wing multi engine,,2.0,Turbofan
N230WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N432WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8546V,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8711Q,Boeing 737-8,2017.0,Fixed wing multi engine,100.0,2.0,Turbofan
N8515X,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8557Q,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8552Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N8692F,Boeing 737-8H4,2016.0,Fixed wing multi engine,140.0,2.0,Turbofan
N754SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N440LV,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N950WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N476WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7881A,Boeing 737-7CT,2008.0,Fixed wing multi engine,,2.0,Turbofan
N273WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N206WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N740SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N256WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8320J,Boeing 737-8H4,0.0,Fixed wing multi engine,140.0,2.0,Turbofan
N293WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N746SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N236WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N962WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N282WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N469WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8541W,Boeing 737-8H4,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N924WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N940WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N909WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8544Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,189.0,2.0,Turbofan
N401WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8622A,Boeing 737-8H4,2013.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8690A,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N480WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N550WN,Boeing 737-76Q,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N286WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N451WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7821L,Boeing 737-7CT,2002.0,Fixed wing multi engine,,2.0,Turbofan
N226WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8656B,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N277WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8689C,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N219WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7836A,Boeing 737-7L9,1999.0,Fixed wing multi engine,149.0,2.0,Turbofan
N923WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8640D,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N8633A,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N8645A,Boeing 737-8H4,2014.0,Fixed wing multi engine,140.0,2.0,Turbofan
N295WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N284WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8663A,Boeing 737-8H4,2015.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8305E,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8641B,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N704SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7888A,Boeing 737-752,2007.0,Fixed wing multi engine,,2.0,Turbofan
N785SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7742B,Boeing 737-7BD,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8654B,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8315C,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8310C,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N918WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N266WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8710M,Boeing 737-8,2017.0,Fixed wing multi engine,,2.0,Turbofan
N445WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N250WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8704Q,Boeing 737-8,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8621A,Boeing 737-8H4,2013.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8661A,Boeing 737-8H4,2015.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8629A,Boeing 737-8H4,2014.0,Fixed wing multi engine,180.0,2.0,Turbofan
N903WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8671D,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N8638A,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N7847A,Boeing 737-752,2005.0,Fixed wing multi engine,,2.0,Turbofan
N7885A,Boeing 737-76N,2002.0,Fixed wing multi engine,,2.0,Turbofan
N454WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N258WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N424WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8303R,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N910WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N741SA,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7723E,Boeing 737-76N,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8664J,Boeing 737-8H4,2015.0,Fixed wing multi engine,,2.0,Turbofan
N491WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7706A,Boeing 737-76N,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N299WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7827A,Boeing 737-79P,2003.0,Fixed wing multi engine,,2.0,Turbofan
N8316H,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N416WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7838A,Boeing 737-73V,2000.0,Fixed wing multi engine,,2.0,Turbofan
N7714B,Boeing 737-76N,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N737JW,Boeing 737-7H4,1999.0,Fixed wing multi engine,143.0,2.0,Turbofan
N964WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N562WN,Boeing 737-790,2000.0,Fixed wing multi engine,151.0,2.0,Turbojet
N8715Q,Boeing 737-8,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8614M,Boeing 737-8H4,2013.0,Fixed wing multi engine,,2.0,Turbofan
N7835A,Boeing 737-752,2005.0,Fixed wing multi engine,143.0,2.0,Turbofan
N8323C,Boeing 737-8H4,2012.0,Fixed wing multi engine,,2.0,Turbofan
N751SW,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N781WN,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N479WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N228WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N414WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7740A,Boeing 737-7BD,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N705SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8617E,Boeing 737-8H4,2013.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8642E,Boeing 737-8H4,2014.0,Fixed wing multi engine,175.0,2.0,Turbofan
N7703A,Boeing 737-76N,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7834A,Boeing 737-752,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N780SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N263WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7712G,Boeing 737-76N,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N214WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8682B,Boeing 737-8H4,2016.0,Fixed wing multi engine,140.0,2.0,Turbofan
N255WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N742SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N486WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N717SA,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8533S,Boeing 737-800,2017.0,Fixed wing multi engine,,2.0,Turbofan
N7866A,Boeing 737-7Q8,2002.0,Fixed wing multi engine,,2.0,Turbofan
N232WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8504G,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N7745A,Boeing 737-7BD,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N412WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8517F,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N458WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N759GS,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8306H,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N798SW,Boeing 737-7AD,1998.0,Fixed wing multi engine,128.0,2.0,Turbofan
N7817J,Boeing 737-7L9,2000.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8691A,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N8604K,Boeing 737-8H4,2012.0,Fixed wing multi engine,,2.0,Turbofan
N8527Q,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N701GS,Boeing 737-7H4,1997.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7819A,Boeing 737-7Q8,2001.0,Fixed wing multi engine,,2.0,Turbofan
N484WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N268WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N450WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8608N,Boeing 737-8H4,2013.0,Fixed wing multi engine,,2.0,Turbofan
N8319F,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8554X,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N7854B,Boeing 737-71B,2006.0,Fixed wing multi engine,,2.0,Turbofan
N756SA,Boeing 737-7H4,1999.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8543Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,,2.0,Turbofan
N767SW,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7859B,Boeing 737-7Q8,2002.0,Fixed wing multi engine,,2.0,Turbofan
N8318F,Boeing 737-8H4,0.0,Fixed wing multi engine,140.0,2.0,Turbofan
N718SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N942WN,Boeing 737-7H4,2009.0,Fixed wing multi engine,140.0,2.0,Turbofan
N709SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8328A,Boeing 737-8H4,2012.0,Fixed wing multi engine,160.0,2.0,Turbofan
N475WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N429WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N967WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7702A,Boeing 737-7BD,2004.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7746C,Boeing 737-7BD,2007.0,Fixed wing multi engine,149.0,2.0,Turbofan
N474WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7812G,Boeing 737-76N,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N8627B,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N568WN,Boeing 737-76N,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N944WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N288WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7863A,Boeing 737-7Q8,2002.0,Fixed wing multi engine,,2.0,Turbofan
N427WN,Boeing 737-7H4,2002.0,Fixed wing multi engine,140.0,2.0,Turbofan
N712SW,Boeing 737-7H4,1998.0,Fixed wing multi engine,140.0,2.0,Turbofan
N565WN,Boeing 737-76Q,2002.0,Fixed wing multi engine,143.0,2.0,Turbofan
N402WN,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7873A,Boeing 737-7Q8,2004.0,Fixed wing multi engine,,2.0,Turbofan
N788SA,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N929WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N7830A,Boeing 737-7L9,1999.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7843A,Boeing 737-752,2006.0,Fixed wing multi engine,137.0,2.0,Turbofan
N442WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N456WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N252WN,Boeing 737-7H4,2006.0,Fixed wing multi engine,140.0,2.0,Turbofan
N900WN,Boeing 737-7H4,2007.0,Fixed wing multi engine,140.0,2.0,Turbofan
N958WN,Boeing 737-7H4,2011.0,Fixed wing multi engine,140.0,2.0,Turbofan
N782SA,Boeing 737-7H4,2000.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8313F,Boeing 737-8H4,2012.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8646B,Boeing 737-8H4,2014.0,Fixed wing multi engine,,2.0,Turbofan
N8524Z,Boeing 737-8H4,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8718Q,Boeing 737-8,2018.0,Fixed wing multi engine,,2.0,Turbofan
N8697C,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8709Q,Boeing 737-8,2017.0,Fixed wing multi engine,175.0,2.0,Turbofan
N566WN,Boeing 737-7CT,2002.0,Fixed wing multi engine,137.0,2.0,Turbofan
N7730A,Boeing 737-7BD,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7735A,Boeing 737-7BD,2006.0,Fixed wing multi engine,149.0,2.0,Turbofan
N796SW,Boeing 737-7H4,2001.0,Fixed wing multi engine,140.0,2.0,Turbofan
N946WN,Boeing 737-7H4,2010.0,Fixed wing multi engine,140.0,2.0,Turbofan
N459WN,Boeing 737-7H4,2004.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8513F,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N238WN,Boeing 737-7H4,2005.0,Fixed wing multi engine,140.0,2.0,Turbofan
N443WN,Boeing 737-7H4,2003.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8677A,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N8685B,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N7833A,Boeing 737-79P,2003.0,Fixed wing multi engine,,2.0,Turbofan
N8693A,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N913WN,Boeing 737-7H4,2008.0,Fixed wing multi engine,140.0,2.0,Turbofan
N8687A,Boeing 737-8H4,2016.0,Fixed wing multi engine,175.0,2.0,Turbofan
N7887A,Boeing 737-752,2007.0,Fixed wing multi engine,124.0,2.0,Turbofan
N8503A,Boeing 737-8H4,2016.0,Fixed wing multi engine,,2.0,Turbofan
N7883A,Boeing 737-76Q,2001.0,Fixed wing multi engine,149.0,2.0,Turbofan
N7710A,Boeing 737-76N,2005.0,Fixed wing multi engine,149.0,2.0,Turbofan
N515MJ,Bombardier CRJ-700,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N87337,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N506MJ,Bombardier RJ-700,2002.0,Fixed wing multi engine,22.0,2.0,Turbofan
N85340,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N88331,Embraer 175LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N87339,Embraer 175LR,2016.0,Fixed wing multi engine,76.0,2.0,Turbofan
N89342,Embraer 175LR,2016.0,Fixed wing multi engine,,2.0,Turbofan
N85351,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N88326,Embraer 175LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N519LR,Bombardier CRJ-700,2006.0,Fixed wing multi engine,22.0,2.0,Turbofan
N512MJ,Canadair CL-600-2C10,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N89321,Embraer 175LR,2015.0,Fixed wing multi engine,88.0,2.0,Turbofan
N511MJ,Bombardier CRJ-700,2003.0,Fixed wing multi engine,22.0,2.0,Turbofan
N85320,Embraer 175LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N88330,Embraer 175LR,2015.0,Fixed wing multi engine,,2.0,Turbofan
N89315,Embraer 175LR,2014.0,Fixed wing multi engine,,2.0,Turbofan
N84307,Embraer 175LR,2014.0,Fixed wing multi engine,,2.0,Turbofan
N85355,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N86324,Embraer ERJ,2015.0,Fixed wing multi engine,88.0,2.0,Turbofan
N85354,Embraer 175LR,2017.0,Fixed wing multi engine,,2.0,Turbofan
N87318,Embraer 175LR,2014.0,Fixed wing multi engine,,2.0,Turbofan
N89308,Embraer 175LR,2014.0,Fixed wing multi engine,,2.0,Turbofan
